Sensor Name,Location (WKT),Ground Height Above Sea Level,Sensor Height Above Ground,Broker Name,Third Party,Sensor Centroid Longitude,Sensor Centroid Latitude
PER_PEOPLE-FTP_NC_A167E1,POINT (-1.606281 54.9745612),36.9000015258789,2.0,people-ftp,False,-1.606281,54.9745612
PER_PEOPLE-FTP_ST_A1300C1,POINT (-1.408655 54.9717246),27.9799995422363,2.0,People ftp,False,-1.408655,54.9717246
PER_PEOPLE-FTP_ST_A184G1,POINT (-1.466067 54.9418872),35.1500015258789,2.0,People ftp,False,-1.466067,54.9418872
PER_PEOPLE-FTP_METCCTV00010,POINT (-1.485238 55.0118287),55.810001373291,2.0,people-ftp,False,-1.485238,55.0118287
PER_PEOPLE-FTP_NC_B1318B2,POINT (-1.619851 55.0070872),62.7599983215332,2.0,people-ftp,False,-1.619851,55.0070872
PER_PEOPLE-FTP_GH_A695C1,POINT (-1.715887 54.9657906),7.17000007629395,2.0,people-ftp,False,-1.715887,54.9657906
PER_PEOPLE-FTP_TT2SOUTH1,POINT (-1.494496 55.0062492),49.5200004577637,2.0,People ftp,False,-1.494496,55.0062492
PER_PEOPLE-FTP_GH_A167L1,POINT (-1.59485 54.9265071),86.75,2.0,people-ftp,False,-1.59485,54.9265071
PER_PEOPLE-FTP_GH_B1296A1,POINT (-1.596201 54.9519341),88.129997253418,2.0,people-ftp,False,-1.596201,54.9519341
PER_PEOPLE-FTP_GH_B6317A1,POINT (-1.68346 54.9453735),110.150001525879,2.0,people-ftp,False,-1.68346,54.9453735
PER_PEOPLE-FTP_GH_A184E1,POINT (-1.553936 54.9514948),51.6199989318848,2.0,people-ftp,False,-1.553936,54.9514948
PER_PEOPLE-FTP_GH_B1296D1,POINT (-1.575243 54.9256875),145.630004882812,2.0,people-ftp,False,-1.575243,54.9256875
PER_PEOPLE-FTP_TT2NORTH1,POINT (-1.476327 54.9731634),9.0,2.0,People ftp,False,-1.476327,54.9731634
PER_PEOPLE-FTP_ST_B1298B1,POINT (-1.440442 54.9743338),19.5200004577637,2.0,People ftp,False,-1.440442,54.9743338
PER_PEOPLE-FTP_TT2SOUTH4,POINT (-1.484447 54.9900412),7.30000019073486,2.0,People ftp,False,-1.484447,54.9900412
PER_PEOPLE-FTP_SL_A690D1,POINT (-1.437917 54.8748756),95.2900009155273,2.0,People ftp,False,-1.437917,54.8748756
PER_PEOPLE-FTP_NC_A695F1,POINT (-1.644946 54.963102),27.3999996185303,2.0,people-ftp,False,-1.644946,54.963102
PER_PEOPLE-FTP_VAISALACCTV50,POINT (-1.934 54.5194102),224.210006713867,2.0,People ftp,False,-1.934,54.5194102
PER_PEOPLE-FTP_NT_A193E1,POINT (-1.447294 55.0419157),25.8400001525879,2.0,people-ftp,False,-1.447294,55.0419157
PER_PEOPLE-FTP_NC_B1307A1,POINT (-1.61534 54.9766508),48.7200012207031,2.0,people-ftp,False,-1.61534,54.9766508
PER_PEOPLE-FTP_GH_A184F1,POINT (-1.534799 54.9461957),65.3600006103516,2.0,people-ftp,False,-1.534799,54.9461957
PER_PEOPLE-FTP_GH_A692B1,POINT (-1.67529 54.9223564),155.259994506836,2.0,people-ftp,False,-1.67529,54.9223564
